Transaction ID,Transaction Amount,Transaction Type,Timestamp,Minute,Transaction Status,Fail Flag,Fraud ,Fraud Flag,Geolocation (Latitude),Geolocation (Longitude),Device Used,Network Slice ID,Latency (ms),Slice Bandwidth (Mbps)
TXN4627141841,337.59,Transfer,10:06:00 AM,6,Success,0,FALSE,0,51.5074 N, 2.3522 W,Mobile,Slice2,19,124
TXN7937750067,540.97,Transfer,10:15:00 AM,15,Failed,1,TRUE,1,55.7558 N, 2.3522 W,Desktop,Slice2,10,218
TXN8577286135,511,Withdrawal,10:21:00 AM,21,Failed,1,FALSE,0,34.0522 N, -118.2437 W,Mobile,Slice3,17,248
TXN1219225315,1211.34,Withdrawal,10:17:00 AM,17,Failed,1,TRUE,1,35.6895 N, -74.006 W,Mobile,Slice2,7,250
TXN2545526306,1468.59,Transfer,10:32:00 AM,32,Failed,1,TRUE,1,34.0522 N, 37.6173 W,Mobile,Slice2,11,109
TXN1685334204,364.2,Withdrawal,10:17:00 AM,17,Success,0,FALSE,0,35.6895 N, 2.3522 W,Mobile,Slice3,12,169
TXN2285178903,1357.71,Deposit,10:32:00 AM,32,Failed,1,TRUE,1,48.8566 N, 139.6917 W,Mobile,Slice1,15,135
TXN7466999126,364.83,Deposit,10:29:00 AM,29,Failed,1,TRUE,1,34.0522 N, 2.3522 W,Mobile,Slice2,18,130
TXN5090978131,236.8,Transfer,10:04:00 AM,4,Success,0,FALSE,0,35.6895 N, 37.6173 W,Desktop,Slice1,14,81
TXN1473484512,937.09,Deposit,10:34:00 AM,34,Success,0,FALSE,0,35.6895 N, 139.6917 W,Desktop,Slice3,18,248
TXN4075718503,1220.92,Transfer,10:52:00 AM,52,Success,0,TRUE,1,34.0522 N, 139.6917 W,Mobile,Slice3,19,127
TXN3768567525,1314.12,Deposit,10:38:00 AM,38,Success,0,FALSE,0,48.8566 N, 0.1278 W,Mobile,Slice1,5,244
TXN9598663738,892.08,Withdrawal,10:29:00 AM,29,Success,0,TRUE,1,51.5074 N, 139.6917 W,Desktop,Slice2,5,181
TXN1875086020,737.44,Withdrawal,10:53:00 AM,53,Success,0,FALSE,0,55.7558 N, -118.2437 W,Mobile,Slice2,7,171
TXN6457249658,498.23,Deposit,10:54:00 AM,54,Failed,1,FALSE,0,55.7558 N, 37.6173 W,Desktop,Slice3,14,175
TXN1042740208,395.37,Transfer,10:01:00 AM,1,Success,0,FALSE,0,48.8566 N, 0.1278 W,Desktop,Slice2,13,245
TXN9407033145,160.93,Transfer,10:05:00 AM,5,Failed,1,FALSE,0,35.6895 N, -118.2437 W,Mobile,Slice1,10,108
TXN1739236868,1356.11,Transfer,10:18:00 AM,18,Failed,1,FALSE,0,55.7558 N, -74.006 W,Desktop,Slice3,6,56
TXN2373830710,1130.72,Deposit,10:03:00 AM,3,Failed,1,FALSE,0,40.7128 N, 139.6917 W,Desktop,Slice3,11,54
TXN9758276810,645.72,Deposit,10:52:00 AM,52,Success,0,TRUE,1,40.7128 N, -74.006 W,Desktop,Slice2,15,175
TXN5388688267,1189.27,Deposit,10:25:00 AM,25,Success,0,FALSE,0,40.7128 N, -118.2437 W,Desktop,Slice2,6,60
TXN3992981513,914.39,Transfer,10:05:00 AM,5,Failed,1,TRUE,1,40.7128 N, -118.2437 W,Mobile,Slice3,7,229
TXN5725214404,171.75,Deposit,10:51:00 AM,51,Failed,1,FALSE,0,55.7558 N, 0.1278 W,Mobile,Slice3,20,221
TXN4449093390,1331.35,Withdrawal,10:57:00 AM,57,Failed,1,TRUE,1,51.5074 N, 37.6173 W,Desktop,Slice3,14,134
TXN1051341758,1145.85,Withdrawal,10:55:00 AM,55,Success,0,FALSE,0,35.6895 N, -118.2437 W,Desktop,Slice3,10,184
TXN2584988889,948.68,Withdrawal,10:36:00 AM,36,Failed,1,TRUE,1,40.7128 N, 37.6173 W,Desktop,Slice1,17,97
TXN1136280450,1292.74,Transfer,10:41:00 AM,41,Failed,1,TRUE,1,40.7128 N, -118.2437 W,Desktop,Slice2,4,181
TXN8145013884,1246.19,Deposit,10:38:00 AM,38,Failed,1,FALSE,0,51.5074 N, 139.6917 W,Desktop,Slice2,7,212
TXN3213179630,861.73,Withdrawal,10:27:00 AM,27,Success,0,FALSE,0,40.7128 N, -118.2437 W,Desktop,Slice2,8,99
TXN8773533808,1188.37,Deposit,10:18:00 AM,18,Success,0,TRUE,1,35.6895 N, 0.1278 W,Mobile,Slice2,6,179
TXN3517372456,478.3,Withdrawal,10:42:00 AM,42,Failed,1,FALSE,0,55.7558 N, 37.6173 W,Mobile,Slice1,8,99
TXN9255711120,1493.27,Withdrawal,10:22:00 AM,22,Success,0,FALSE,0,35.6895 N, -118.2437 W,Desktop,Slice3,10,116
TXN1026668467,1483.4,Withdrawal,10:21:00 AM,21,Failed,1,FALSE,0,34.0522 N, 2.3522 W,Mobile,Slice2,10,138
TXN8823192902,1447.48,Deposit,10:36:00 AM,36,Failed,1,FALSE,0,34.0522 N, 139.6917 W,Mobile,Slice1,6,118
TXN1506358242,741.61,Transfer,10:01:00 AM,1,Success,0,FALSE,0,55.7558 N, -74.006 W,Mobile,Slice3,12,58
TXN2056037159,922.96,Withdrawal,10:21:00 AM,21,Failed,1,TRUE,1,40.7128 N, -118.2437 W,Desktop,Slice2,5,212
TXN7318070182,672.07,Transfer,10:30:00 AM,30,Failed,1,FALSE,0,40.7128 N, -118.2437 W,Desktop,Slice2,4,74
TXN8235711783,1190.81,Transfer,10:47:00 AM,47,Success,0,FALSE,0,40.7128 N, -118.2437 W,Mobile,Slice3,3,107
TXN1261240074,890.4,Withdrawal,10:18:00 AM,18,Success,0,TRUE,1,51.5074 N, -118.2437 W,Desktop,Slice2,19,143
TXN1879342618,953.94,Withdrawal,10:34:00 AM,34,Failed,1,FALSE,0,34.0522 N, -118.2437 W,Mobile,Slice1,3,145
TXN5592835255,1113.31,Transfer,10:51:00 AM,51,Failed,1,FALSE,0,35.6895 N, 37.6173 W,Desktop,Slice2,3,223
TXN9862425974,608.07,Transfer,10:47:00 AM,47,Success,0,FALSE,0,35.6895 N, 0.1278 W,Desktop,Slice3,13,223
TXN2477062271,1186.59,Withdrawal,10:08:00 AM,8,Failed,1,TRUE,1,48.8566 N, 139.6917 W,Mobile,Slice1,14,96
TXN6593949300,256.17,Transfer,11:00:00 AM,0,Failed,1,FALSE,0,55.7558 N, 0.1278 W,Desktop,Slice3,13,148
TXN1710747845,459.19,Transfer,10:46:00 AM,46,Failed,1,FALSE,0,55.7558 N, -74.006 W,Desktop,Slice2,17,62
TXN5258198773,82.26,Transfer,10:10:00 AM,10,Success,0,FALSE,0,48.8566 N, 2.3522 W,Desktop,Slice1,10,127
TXN1578471232,741.53,Transfer,10:50:00 AM,50,Success,0,FALSE,0,34.0522 N, 2.3522 W,Mobile,Slice1,17,160
TXN1976924179,447.12,Withdrawal,10:49:00 AM,49,Success,0,TRUE,1,40.7128 N, 2.3522 W,Desktop,Slice3,15,237
TXN1514038740,140.89,Withdrawal,10:32:00 AM,32,Failed,1,FALSE,0,40.7128 N, 37.6173 W,Mobile,Slice3,9,122
TXN5340375676,273.81,Withdrawal,10:59:00 AM,59,Success,0,TRUE,1,51.5074 N, -118.2437 W,Mobile,Slice1,16,79
TXN2600080898,1449.24,Deposit,10:29:00 AM,29,Success,0,FALSE,0,40.7128 N, 139.6917 W,Mobile,Slice1,20,109
TXN8863707194,1191.44,Withdrawal,10:22:00 AM,22,Failed,1,TRUE,1,51.5074 N, -74.006 W,Mobile,Slice2,19,149
TXN2152224485,523.24,Withdrawal,10:56:00 AM,56,Failed,1,TRUE,1,48.8566 N, 2.3522 W,Mobile,Slice1,15,135
TXN1560794795,142.3,Deposit,10:19:00 AM,19,Success,0,TRUE,1,48.8566 N, 2.3522 W,Mobile,Slice1,3,75
TXN7811489633,1224.01,Deposit,10:29:00 AM,29,Success,0,TRUE,1,51.5074 N, -74.006 W,Desktop,Slice2,16,55
TXN8065405961,1310,Deposit,10:09:00 AM,9,Failed,1,TRUE,1,55.7558 N, 2.3522 W,Desktop,Slice2,8,109
TXN5349278466,95.1,Withdrawal,10:26:00 AM,26,Failed,1,FALSE,0,35.6895 N, 139.6917 W,Mobile,Slice3,15,189
TXN4508861333,561.12,Withdrawal,10:34:00 AM,34,Failed,1,FALSE,0,51.5074 N, -74.006 W,Desktop,Slice2,6,163
TXN9591402229,712.91,Deposit,10:14:00 AM,14,Failed,1,TRUE,1,55.7558 N, 2.3522 W,Mobile,Slice2,7,214
TXN6010561557,659.93,Transfer,10:23:00 AM,23,Success,0,FALSE,0,51.5074 N, 139.6917 W,Desktop,Slice3,15,240
TXN4592850855,411.08,Transfer,10:59:00 AM,59,Success,0,FALSE,0,40.7128 N, 139.6917 W,Desktop,Slice3,4,150
TXN8022246760,131.53,Transfer,10:58:00 AM,58,Failed,1,FALSE,0,34.0522 N, 2.3522 W,Desktop,Slice3,14,82
TXN9490755951,1122.89,Transfer,10:24:00 AM,24,Success,0,TRUE,1,55.7558 N, 37.6173 W,Mobile,Slice2,7,190
TXN5703695908,218.74,Withdrawal,10:19:00 AM,19,Failed,1,FALSE,0,35.6895 N, -118.2437 W,Mobile,Slice1,19,172
TXN4175568505,1080.59,Deposit,10:30:00 AM,30,Success,0,FALSE,0,40.7128 N, 2.3522 W,Desktop,Slice3,5,99
TXN1292145399,1284.02,Deposit,10:34:00 AM,34,Failed,1,FALSE,0,40.7128 N, -74.006 W,Desktop,Slice2,17,149
TXN8482029253,1316.57,Transfer,10:55:00 AM,55,Failed,1,FALSE,0,34.0522 N, 139.6917 W,Desktop,Slice2,18,198
TXN3745560897,943.59,Withdrawal,10:12:00 AM,12,Success,0,FALSE,0,40.7128 N, 37.6173 W,Desktop,Slice1,14,123
TXN6850517635,592.7,Deposit,10:49:00 AM,49,Failed,1,TRUE,1,48.8566 N, 0.1278 W,Mobile,Slice1,9,194
TXN9048178318,1279.75,Transfer,10:17:00 AM,17,Failed,1,TRUE,1,35.6895 N, 2.3522 W,Desktop,Slice3,19,59
TXN7081421607,1445.66,Withdrawal,10:42:00 AM,42,Success,0,TRUE,1,40.7128 N, 2.3522 W,Mobile,Slice1,12,116
TXN3229991141,723.43,Transfer,10:42:00 AM,42,Failed,1,TRUE,1,34.0522 N, 37.6173 W,Desktop,Slice2,10,56
TXN2567312830,86.27,Deposit,10:25:00 AM,25,Failed,1,FALSE,0,51.5074 N, 0.1278 W,Desktop,Slice2,18,113
TXN9451536828,366.82,Withdrawal,10:21:00 AM,21,Success,0,FALSE,0,40.7128 N, 139.6917 W,Desktop,Slice1,4,52
TXN6438578473,1166.16,Deposit,10:14:00 AM,14,Success,0,FALSE,0,48.8566 N, 37.6173 W,Mobile,Slice3,13,171
TXN7347670619,1488.93,Deposit,10:29:00 AM,29,Failed,1,TRUE,1,48.8566 N, -74.006 W,Mobile,Slice2,15,228
TXN1804071554,420.72,Transfer,10:37:00 AM,37,Success,0,FALSE,0,35.6895 N, -118.2437 W,Desktop,Slice2,7,220
TXN6314106772,1123.86,Deposit,10:12:00 AM,12,Success,0,FALSE,0,34.0522 N, -118.2437 W,Desktop,Slice3,9,132
TXN5952543306,976.48,Deposit,10:52:00 AM,52,Failed,1,FALSE,0,48.8566 N, 37.6173 W,Mobile,Slice1,7,130
TXN3960056916,546.59,Transfer,10:56:00 AM,56,Failed,1,TRUE,1,40.7128 N, 0.1278 W,Desktop,Slice3,18,172
TXN2738370974,984.69,Withdrawal,10:09:00 AM,9,Success,0,TRUE,1,48.8566 N, 0.1278 W,Desktop,Slice1,10,212
TXN7765840896,124.97,Transfer,10:14:00 AM,14,Success,0,TRUE,1,35.6895 N, -118.2437 W,Desktop,Slice1,4,83
TXN3732099369,376.24,Deposit,10:08:00 AM,8,Failed,1,TRUE,1,48.8566 N, 0.1278 W,Mobile,Slice1,15,80
TXN5811407789,1113.62,Transfer,10:53:00 AM,53,Success,0,FALSE,0,35.6895 N, -74.006 W,Desktop,Slice3,19,105
TXN3572064871,1399.98,Transfer,10:26:00 AM,26,Failed,1,TRUE,1,51.5074 N, -74.006 W,Mobile,Slice2,19,136
TXN5530860650,99.92,Deposit,10:16:00 AM,16,Success,0,TRUE,1,34.0522 N, 2.3522 W,Mobile,Slice2,13,88
TXN8297322746,497.89,Transfer,10:57:00 AM,57,Failed,1,FALSE,0,34.0522 N, 37.6173 W,Mobile,Slice2,16,65
TXN4789765472,902,Transfer,10:29:00 AM,29,Failed,1,FALSE,0,55.7558 N, -118.2437 W,Desktop,Slice3,11,59
TXN4983297393,908.73,Transfer,10:09:00 AM,9,Success,0,FALSE,0,40.7128 N, 139.6917 W,Mobile,Slice2,13,75
TXN9765597378,368.3,Withdrawal,10:13:00 AM,13,Success,0,TRUE,1,35.6895 N, -74.006 W,Desktop,Slice2,16,200
TXN4214354284,166.5,Withdrawal,10:06:00 AM,6,Failed,1,FALSE,0,35.6895 N, 139.6917 W,Desktop,Slice1,16,119
TXN8722779257,954.31,Transfer,10:22:00 AM,22,Failed,1,TRUE,1,55.7558 N, 2.3522 W,Desktop,Slice3,9,96
TXN9270204123,622.19,Transfer,10:57:00 AM,57,Failed,1,FALSE,0,48.8566 N, -118.2437 W,Mobile,Slice3,9,230
TXN3424483698,1411.27,Withdrawal,10:06:00 AM,6,Failed,1,TRUE,1,55.7558 N, 0.1278 W,Desktop,Slice2,19,113
TXN9917648306,1033.4,Withdrawal,11:00:00 AM,0,Success,0,FALSE,0,34.0522 N, -118.2437 W,Desktop,Slice3,3,167
TXN6541081268,1155.76,Deposit,10:21:00 AM,21,Failed,1,FALSE,0,40.7128 N, 139.6917 W,Desktop,Slice1,15,93
TXN6196239147,1286.89,Deposit,10:11:00 AM,11,Success,0,FALSE,0,48.8566 N, 2.3522 W,Mobile,Slice1,14,103
TXN9746917222,1117.55,Deposit,10:25:00 AM,25,Failed,1,FALSE,0,35.6895 N, 139.6917 W,Desktop,Slice3,14,247
TXN2320178526,1012.68,Deposit,10:17:00 AM,17,Success,0,FALSE,0,55.7558 N, 0.1278 W,Desktop,Slice3,15,189
TXN2194042729,1093.97,Deposit,10:58:00 AM,58,Failed,1,TRUE,1,55.7558 N, -74.006 W,Mobile,Slice1,4,221
TXN1463585343,782.21,Deposit,10:37:00 AM,37,Failed,1,TRUE,1,40.7128 N, -118.2437 W,Desktop,Slice1,10,181
TXN1968611398,738.34,Deposit,10:01:00 AM,1,Success,0,TRUE,1,40.7128 N, 0.1278 W,Mobile,Slice3,13,194
TXN6502377673,79.96,Withdrawal,10:23:00 AM,23,Success,0,FALSE,0,35.6895 N, -118.2437 W,Mobile,Slice2,9,88
TXN9235977703,138.44,Transfer,10:50:00 AM,50,Success,0,FALSE,0,48.8566 N, -118.2437 W,Mobile,Slice2,14,199
TXN8812176395,781.77,Withdrawal,10:03:00 AM,3,Success,0,FALSE,0,55.7558 N, 0.1278 W,Desktop,Slice3,11,220
TXN4083792867,420.19,Deposit,10:20:00 AM,20,Failed,1,TRUE,1,34.0522 N, 2.3522 W,Mobile,Slice2,5,200
TXN9697363753,1452.12,Deposit,10:23:00 AM,23,Failed,1,TRUE,1,40.7128 N, -74.006 W,Desktop,Slice2,13,168
TXN9829142303,191.15,Transfer,10:38:00 AM,38,Failed,1,TRUE,1,35.6895 N, 139.6917 W,Mobile,Slice3,7,178
TXN8920436907,1132.23,Transfer,10:38:00 AM,38,Success,0,FALSE,0,34.0522 N, 0.1278 W,Mobile,Slice3,12,186
TXN2662283774,668.82,Transfer,10:21:00 AM,21,Success,0,FALSE,0,40.7128 N, 37.6173 W,Mobile,Slice2,11,92
TXN7267935231,685.34,Withdrawal,10:34:00 AM,34,Success,0,TRUE,1,34.0522 N, 37.6173 W,Mobile,Slice3,9,128
TXN6779980830,1391.28,Withdrawal,10:49:00 AM,49,Success,0,TRUE,1,34.0522 N, 0.1278 W,Mobile,Slice2,9,125
TXN4785520039,958.98,Withdrawal,10:34:00 AM,34,Success,0,FALSE,0,55.7558 N, 0.1278 W,Desktop,Slice2,17,212
TXN5691250882,621.44,Transfer,10:34:00 AM,34,Success,0,TRUE,1,40.7128 N, 139.6917 W,Desktop,Slice3,10,74
TXN6392999780,1035.25,Deposit,10:02:00 AM,2,Success,0,TRUE,1,40.7128 N, 0.1278 W,Mobile,Slice3,10,175
TXN2889971008,769.38,Transfer,10:25:00 AM,25,Success,0,FALSE,0,51.5074 N, 0.1278 W,Mobile,Slice2,5,109
TXN7454573377,235.97,Withdrawal,10:52:00 AM,52,Success,0,TRUE,1,51.5074 N, 139.6917 W,Desktop,Slice3,7,193
TXN7851379191,350.45,Transfer,10:51:00 AM,51,Failed,1,FALSE,0,51.5074 N, 139.6917 W,Desktop,Slice1,6,213
TXN7690248564,802.61,Withdrawal,10:05:00 AM,5,Failed,1,TRUE,1,34.0522 N, -74.006 W,Desktop,Slice3,13,110
TXN2962109726,1475.38,Transfer,10:22:00 AM,22,Success,0,FALSE,0,35.6895 N, -118.2437 W,Mobile,Slice2,13,148
TXN8188062560,401.53,Withdrawal,10:22:00 AM,22,Success,0,FALSE,0,35.6895 N, 37.6173 W,Mobile,Slice3,11,103
TXN1459386338,1176.88,Transfer,10:07:00 AM,7,Success,0,FALSE,0,40.7128 N, 2.3522 W,Mobile,Slice2,8,240
TXN7486103501,1494.03,Transfer,10:07:00 AM,7,Success,0,TRUE,1,40.7128 N, 2.3522 W,Desktop,Slice1,12,214
TXN7747723984,1090.87,Transfer,10:23:00 AM,23,Failed,1,TRUE,1,48.8566 N, 37.6173 W,Desktop,Slice1,20,198
TXN9172243892,427.54,Withdrawal,10:31:00 AM,31,Failed,1,FALSE,0,48.8566 N, 139.6917 W,Desktop,Slice2,16,93
TXN7174684558,1411.39,Withdrawal,10:05:00 AM,5,Failed,1,TRUE,1,34.0522 N, -74.006 W,Desktop,Slice2,6,54
TXN4063058932,1026,Deposit,10:30:00 AM,30,Success,0,FALSE,0,48.8566 N, 37.6173 W,Desktop,Slice2,10,216
TXN4288928616,217.64,Withdrawal,10:35:00 AM,35,Failed,1,TRUE,1,34.0522 N, -74.006 W,Desktop,Slice1,9,77
TXN6796410495,1449.78,Withdrawal,10:56:00 AM,56,Success,0,TRUE,1,51.5074 N, 0.1278 W,Desktop,Slice2,16,99
TXN1724458969,1003.45,Deposit,11:00:00 AM,0,Success,0,FALSE,0,48.8566 N, 2.3522 W,Desktop,Slice2,5,191
TXN9420697084,1229.3,Transfer,10:29:00 AM,29,Success,0,TRUE,1,48.8566 N, 37.6173 W,Desktop,Slice2,14,246
TXN3409498103,251.82,Transfer,10:58:00 AM,58,Success,0,TRUE,1,35.6895 N, -118.2437 W,Mobile,Slice3,19,106
TXN4884922166,815.81,Transfer,10:06:00 AM,6,Failed,1,TRUE,1,48.8566 N, 139.6917 W,Desktop,Slice2,10,105
TXN9924409937,931.5,Transfer,10:52:00 AM,52,Failed,1,TRUE,1,51.5074 N, 2.3522 W,Mobile,Slice1,6,247
TXN1537373231,503.36,Transfer,10:37:00 AM,37,Failed,1,TRUE,1,34.0522 N, -74.006 W,Mobile,Slice2,16,237
TXN9418716802,609.1,Transfer,10:23:00 AM,23,Failed,1,FALSE,0,35.6895 N, 2.3522 W,Desktop,Slice2,16,184
TXN9464334434,479.45,Withdrawal,10:44:00 AM,44,Failed,1,TRUE,1,55.7558 N, -74.006 W,Mobile,Slice3,3,136
TXN3062186394,592.71,Withdrawal,10:33:00 AM,33,Failed,1,TRUE,1,34.0522 N, 139.6917 W,Mobile,Slice2,18,212
TXN5277052822,344.15,Transfer,10:51:00 AM,51,Success,0,TRUE,1,34.0522 N, 0.1278 W,Mobile,Slice3,6,150
TXN1056906180,726.81,Deposit,10:57:00 AM,57,Failed,1,FALSE,0,40.7128 N, -74.006 W,Mobile,Slice3,3,184
TXN6101337345,299.45,Deposit,10:30:00 AM,30,Success,0,TRUE,1,55.7558 N, 2.3522 W,Mobile,Slice2,20,90
TXN3962466221,747.08,Transfer,10:56:00 AM,56,Success,0,TRUE,1,40.7128 N, 0.1278 W,Desktop,Slice1,3,155
TXN9915802724,193.87,Deposit,10:44:00 AM,44,Failed,1,FALSE,0,35.6895 N, 2.3522 W,Mobile,Slice1,3,135
TXN1367503203,386.64,Deposit,10:59:00 AM,59,Success,0,TRUE,1,51.5074 N, 0.1278 W,Desktop,Slice3,10,121
TXN7284540949,105.99,Withdrawal,10:37:00 AM,37,Failed,1,TRUE,1,51.5074 N, 37.6173 W,Desktop,Slice2,3,87
TXN3756567942,1211.94,Deposit,10:08:00 AM,8,Success,0,FALSE,0,35.6895 N, -74.006 W,Desktop,Slice1,11,75
TXN1794005869,451.03,Transfer,10:05:00 AM,5,Success,0,TRUE,1,48.8566 N, 2.3522 W,Mobile,Slice3,15,210
TXN6024425301,1229.83,Deposit,10:45:00 AM,45,Failed,1,TRUE,1,51.5074 N, 2.3522 W,Desktop,Slice3,3,85
TXN2303112978,150.68,Deposit,10:48:00 AM,48,Success,0,TRUE,1,35.6895 N, 139.6917 W,Mobile,Slice3,11,94
TXN2158684825,760.84,Withdrawal,10:38:00 AM,38,Failed,1,FALSE,0,48.8566 N, 2.3522 W,Mobile,Slice3,15,158
TXN2180308712,849.81,Transfer,10:49:00 AM,49,Failed,1,TRUE,1,34.0522 N, -74.006 W,Mobile,Slice1,17,203
TXN4282498636,926.66,Withdrawal,10:40:00 AM,40,Success,0,TRUE,1,48.8566 N, 37.6173 W,Mobile,Slice3,10,83
TXN5583019441,1429.67,Transfer,10:47:00 AM,47,Success,0,TRUE,1,51.5074 N, 2.3522 W,Desktop,Slice1,7,68
TXN7960889764,327.76,Withdrawal,10:47:00 AM,47,Success,0,FALSE,0,34.0522 N, 139.6917 W,Desktop,Slice3,10,135
TXN8704693172,845.26,Transfer,10:32:00 AM,32,Failed,1,FALSE,0,51.5074 N, -118.2437 W,Desktop,Slice2,15,217
TXN6551584962,417.63,Transfer,10:05:00 AM,5,Success,0,TRUE,1,34.0522 N, 0.1278 W,Desktop,Slice2,15,71
TXN7496746303,726.13,Withdrawal,10:54:00 AM,54,Success,0,TRUE,1,40.7128 N, 0.1278 W,Mobile,Slice2,5,173
TXN4048657684,1436.4,Withdrawal,10:41:00 AM,41,Success,0,FALSE,0,51.5074 N, -118.2437 W,Desktop,Slice1,20,156
TXN8589870338,481.5,Withdrawal,10:43:00 AM,43,Success,0,FALSE,0,51.5074 N, 139.6917 W,Desktop,Slice1,16,125
TXN6806243378,1085.85,Deposit,10:52:00 AM,52,Failed,1,TRUE,1,51.5074 N, 37.6173 W,Desktop,Slice2,7,60
TXN5766314722,847.66,Deposit,10:53:00 AM,53,Failed,1,TRUE,1,35.6895 N, 2.3522 W,Mobile,Slice1,15,198
TXN9956101373,1419.74,Withdrawal,10:46:00 AM,46,Failed,1,FALSE,0,40.7128 N, -74.006 W,Desktop,Slice3,18,75
TXN1534479790,1144.79,Deposit,10:03:00 AM,3,Success,0,TRUE,1,34.0522 N, 139.6917 W,Desktop,Slice3,5,209
TXN4030945603,1193.2,Withdrawal,10:13:00 AM,13,Failed,1,TRUE,1,51.5074 N, 37.6173 W,Mobile,Slice2,5,162
TXN6493873826,1134,Deposit,10:36:00 AM,36,Success,0,TRUE,1,34.0522 N, 2.3522 W,Desktop,Slice2,9,101
TXN8506838667,1437.81,Transfer,10:17:00 AM,17,Failed,1,FALSE,0,34.0522 N, 2.3522 W,Mobile,Slice1,11,153
TXN9960780796,1485.22,Transfer,10:44:00 AM,44,Failed,1,FALSE,0,48.8566 N, 2.3522 W,Mobile,Slice2,18,159
TXN7571871959,1254.83,Deposit,10:57:00 AM,57,Success,0,FALSE,0,35.6895 N, 0.1278 W,Desktop,Slice3,20,92
TXN3155052574,135.33,Withdrawal,10:40:00 AM,40,Failed,1,TRUE,1,34.0522 N, 139.6917 W,Mobile,Slice1,9,78
TXN2224269988,725.84,Deposit,10:18:00 AM,18,Success,0,FALSE,0,34.0522 N, 0.1278 W,Desktop,Slice2,15,160
TXN1285498928,374.88,Deposit,10:38:00 AM,38,Failed,1,TRUE,1,51.5074 N, -74.006 W,Mobile,Slice1,20,81
TXN2274786678,226.12,Deposit,10:11:00 AM,11,Failed,1,FALSE,0,51.5074 N, 37.6173 W,Mobile,Slice3,12,200
TXN8890390631,827.52,Withdrawal,10:31:00 AM,31,Failed,1,TRUE,1,34.0522 N, -74.006 W,Desktop,Slice1,12,73
TXN3188124963,468.29,Deposit,10:24:00 AM,24,Failed,1,TRUE,1,55.7558 N, 2.3522 W,Desktop,Slice2,6,144
TXN7297484921,534.53,Deposit,10:06:00 AM,6,Failed,1,TRUE,1,34.0522 N, 0.1278 W,Mobile,Slice1,16,153
TXN6713156564,921.16,Withdrawal,10:45:00 AM,45,Success,0,FALSE,0,35.6895 N, 2.3522 W,Desktop,Slice1,19,202
TXN5872634105,1174.09,Withdrawal,10:51:00 AM,51,Failed,1,TRUE,1,34.0522 N, -118.2437 W,Desktop,Slice1,13,94
TXN1496379688,1409.54,Transfer,10:56:00 AM,56,Success,0,TRUE,1,35.6895 N, -118.2437 W,Mobile,Slice3,6,148
TXN7140240715,493.04,Deposit,10:41:00 AM,41,Success,0,TRUE,1,34.0522 N, -118.2437 W,Mobile,Slice3,3,61
TXN3914244875,875.82,Transfer,10:26:00 AM,26,Failed,1,TRUE,1,55.7558 N, -74.006 W,Desktop,Slice2,10,77
TXN2403674237,1395.74,Transfer,10:09:00 AM,9,Success,0,TRUE,1,34.0522 N, 2.3522 W,Mobile,Slice3,7,69
TXN1327248350,1090.7,Transfer,10:25:00 AM,25,Success,0,FALSE,0,55.7558 N, -74.006 W,Desktop,Slice3,12,229
TXN5469662722,152.45,Deposit,10:59:00 AM,59,Failed,1,FALSE,0,40.7128 N, 2.3522 W,Desktop,Slice1,12,214
TXN4099617388,939.81,Transfer,10:02:00 AM,2,Success,0,FALSE,0,51.5074 N, 0.1278 W,Mobile,Slice3,19,250
TXN5516499698,530.44,Transfer,10:07:00 AM,7,Failed,1,FALSE,0,34.0522 N, 2.3522 W,Mobile,Slice2,13,64
TXN3346151776,1119.13,Deposit,10:39:00 AM,39,Failed,1,FALSE,0,48.8566 N, -118.2437 W,Mobile,Slice3,6,63
TXN4485189988,145.6,Withdrawal,10:23:00 AM,23,Failed,1,TRUE,1,35.6895 N, 139.6917 W,Mobile,Slice3,7,132
TXN8745969736,265.48,Withdrawal,10:55:00 AM,55,Failed,1,FALSE,0,34.0522 N, 37.6173 W,Desktop,Slice1,19,152
TXN9905734561,512.81,Deposit,10:34:00 AM,34,Failed,1,TRUE,1,35.6895 N, 2.3522 W,Desktop,Slice1,8,232
TXN3081071442,894.19,Transfer,10:17:00 AM,17,Success,0,TRUE,1,51.5074 N, 0.1278 W,Mobile,Slice3,12,231
TXN3597355096,1093.08,Deposit,10:50:00 AM,50,Success,0,TRUE,1,48.8566 N, -118.2437 W,Mobile,Slice3,15,190
TXN8486454934,717.43,Deposit,10:01:00 AM,1,Success,0,TRUE,1,35.6895 N, 139.6917 W,Desktop,Slice1,15,129
TXN8646637708,912.78,Deposit,10:20:00 AM,20,Success,0,FALSE,0,55.7558 N, 37.6173 W,Desktop,Slice2,16,228
TXN1140740719,1441.89,Deposit,11:00:00 AM,0,Failed,1,TRUE,1,51.5074 N, 139.6917 W,Desktop,Slice1,18,67
TXN5250955971,1081.52,Transfer,10:23:00 AM,23,Failed,1,FALSE,0,34.0522 N, 139.6917 W,Mobile,Slice1,5,70
TXN2732144556,1159.52,Transfer,10:59:00 AM,59,Failed,1,TRUE,1,51.5074 N, -118.2437 W,Mobile,Slice2,11,83
TXN7695035207,646.48,Deposit,10:27:00 AM,27,Failed,1,FALSE,0,48.8566 N, 0.1278 W,Desktop,Slice2,13,139
